instruction,gold,source,category,response
"중개업자의 결격사유에 해당되지 않는 자는?
1. 미성년자
2. 한정치산자
3. 파산선고를 받고 복권되지 아니한 자
4. 도로교통법 위반으로 벌금형의 선고를 받은 자

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",4,KMMLU-Train,Real Estate,"Step-by-step Explanation:

1. 먼저 「공인중개사법」상 중개업자의 결격사유에 해당하는 자를 검토해야 합니다.

2. 보기별 분석:

1. 미성년자  
공인중개사법상 미성년자는 원칙적으로 중개업자의 결격사유에 해당됩니다.

2. 한정치산자  
한정치산자(현재는 성년후견제도의 피성년후견인 및 피한정후견인)는 결격사유에 해당합니다.

3. 파산선고를 받고 복권되지 아니한 자  
파산선고를 받고 복권되지 않은 자 역시 결격사유에 해당합니다.

4. 도로교통법 위반으로 벌금형의 선고를 받은 자  
공인중개사법에서 결격사유로 규정하는 형벌은 특정 범죄에 한정됩니다(예: 사기, 횡령, 배임 등 부동산관련 범죄, 공인중개사법위반 등). 단순히 도로교통법 위반(음주운전, 신호위반 등)으로 벌금형을 받은 경우에는 결격사유에 해당하지 않습니다.

따라서 결격사유에 해당하지 않는 자는 4번입니다.

정답: \boxed{4}"
"주택법령상 입주자대표회의의 구성 등에 관한 설명으로 옳지 않은 것은?
1. 입주자대표회의는 4명 이상으로 구성하되, 동별 세대수에 비례하여 공동주택관리규약으로 정한 선거구에 따라 선출된 대표자로 구성한다.
2. 동별 대표자의 입후보자가 1명인 경우에는 입주자등의 과반수가 투표하고 투표자의 과반수 찬성으로 동별 대표자를 선출한다.
3. 동별 대표자의 임기는 3년으로 하되, 한 차례만 중임할 수 있다.
4. 공동주택 관리와 관련하여 벌금 100만원 이상의 형을 선고받은 후 5년이 지나지 아니한 사람은 동별 대표자가 될 수 없다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Real Estate,"주어진 문제를 해결하기 위해 우선 주택법령상 '입주자대표회의의 구성'과 관련된 각 규정의 내용을 확인해야 합니다.

필요한 정보

1. 입주자대표회의는 관련 법령(공동주택관리법 및 시행령)에서 그 구성, 선출 방식, 임기, 결격사유 등에 대하여 명시되어 있습니다.
2. 각 문제지는 아래 법령 사항을 근거로 옳고 그름을 판단해야 합니다.

선택지별 검토

1. 입주자대표회의는 4명 이상, 동별 세대수에 비례하여 선거구를 정하여 선출된 대표자로 구성한다.  
   → 맞는 표현입니다(공동주택관리법 시행령 제11조).

2. 동별 대표자 입후보자가 1명인 때에는 입주자등 과반수 투표, 투표자 과반수 찬성으로 선출한다.  
   → 맞는 표현입니다(공동주택관리법 시행령 제13조 제3항).

3. 동별 대표자 임기는 3년, 1회 중임 가능.  
   → 맞는 설명입니다(공동주택관리법 제14조 제2항).

4. 벌금 100만원 이상의 형 선고 받고 5년이 지나지 않은 사람은 대표자 될 수 없다.  
   → 이 부분이 틀린 설명입니다.  
   관련 규정(공동주택관리법 시행령 제12조)에 따르면, 동별 대표자 결격사유에는 ""금고 이상의 형(실형)""이나 ""벌금 300만원 이상의 형""이 선고된 후 3년이 지나지 아니한 경우가 포함됩니다.
   여기서 ""벌금 100만원 이상, 5년""은 잘못된 내용입니다.

정답

따라서 ""옳지 않은 것""은 4번입니다.

\boxed{4}"
"건축법령상 건축물의 구조와 재료에 관한 설명으로 옳은 것은? (단, 건축법 제3조에 따른 적용 제외는 고려하지 않음)
1. 방화지구 안에 있더라도 도매시장의 용도로 쓰는 건축물로서 그 주요구조부가 불연재료로 된 건축물은 주요구조부와 외벽을 내화구조로 하지 않을 수 있다.
2. 방화지구 안의 공작물로서 건축물의 지붕위에 설치되어 있는 모든 간판, 광고탑은 주요부를 난연(難燃)재료로 하여야 한다.
3. 인접 대지경계선으로부터 직선거리 3미터에 이웃 주택의 내부가 보이는 창문을 설치하고자 한다면, 차면시설(遮面施設)을 설치하여야 한다.
4. 출입이 가능한 옥상광장에 높이 1미터의 난간을 설치한 경우 건축법령에 저촉되지 아니한다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Real Estate,"필요한 정보:
이 문제는 건축법령상 건축물의 구조와 재료에 관한 법적 기준을 묻는 문제입니다. 핵심 포인트는 방화지구의 건축물 구조 및 재료 규정, 간판 및 광고탑의 재료 규정, 주택의 창문 차면시설 설치 기준, 옥상광장 난간의 설치 기준 등입니다.

문제 검토 및 적용:
1. ""방화지구 안에 있더라도 도매시장 용도의 건축물로서 주요구조부가 불연재료로 된 경우, 주요구조부와 외벽을 내화구조로 하지 않을 수 있다.""
- 건축법 제52조에 따르면 방화지구 내 건축물은 건축물의 주요구조부 및 외벽을 내화구조(耐火構造)로 해야 합니다. 단, 불연재료로 한 경우에도 내화구조까지 요구하는 것이 원칙입니다. 면적 제한 등 일부 예외가 있으나 기본 법규 취지와 다릅니다.

2. ""방화지구 안의 공작물로서 건축물의 지붕 위에 설치되어 있는 모든 간판, 광고탑은 주요부를 난연재료로 하여야 한다.""
- 건축법 시행령 제61조에 따르면 방화지구내 건축물의 지붕 위에 설치하는 간판·광고탑은 주요구조부를 난연재료로 하여야 하는 것이 맞으므로 올바른 설명입니다.

3. ""인접 대지경계선으로부터 직선거리 3미터에 이웃 주택의 내부가 보이는 창문을 설치하고자 한다면 차면시설을 설치하여야 한다.""
- 건축법 제46조와 시행령 제46조의2에 따르면 인접대지경계선으로부터 2미터 이내에 이웃 주택의 내부가 보이는 창문 등을 설치하는 경우 차면시설을 해야 하므로, 3미터 이내는 차면시설 대상이 아닙니다.

4. ""출입이 가능한 옥상광장에 높이 1미터의 난간을 설치한 경우 건축법령에 저촉되지 아니한다.""
- 건축법 시행령에 따라 층높이 1미터 이상에서 추락우려가 있을 때 난간의 높이는 1.2미터 이상이어야 하므로 1미터의 난간은 기준에 미달합니다.

정답:
문항 2번이 현행 건축법령에 부합합니다.

정답: \boxed{2}"
"우리나라 토지관련 제도에 관한 설명으로 틀린 것은?
1. 토지비축제도는 정부 등이 토지를 매입한 후 보유하고 있다가 적절한 때에 이를 매각하거나 공공용으로 사용하기 위한 것이다.
2. 지구단위계획은 도시ㆍ군계획 수립 대상지역의 일부에 대하여 토지 이용을 합리화하고 그 기능을 증진시키며 미관을 개선하고 양호한 환경을 확보하며, 그 지역을 체계적ㆍ계획적으로 관리하기 위하여 수립하는 계획이다.
3. 용도지역ㆍ지구는 토지이용에 수반되는 부(負)의 외부효과를 제거하거나 완화시킬 목적으로 지정하게 된다.
4. 토지선매에 있어 시장ㆍ군수ㆍ구청장은 토지거래계약허가를 받아 취득한 토지를 그 이용목적대로 이용하고 있지 아니한 토지에 대해서 선매자에게 강제로 수용하게 할 수 있다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",4,KMMLU-Train,Real Estate,"문제 해설:

1. 토지비축제도에 대한 설명  
정확한 설명입니다. 토지비축제도는 정부 등이 토지를 미리 매입, 비축해 두었다가 공공용지로 필요할 때 사용하거나 매각하는 제도입니다.

2. 지구단위계획에 대한 설명  
정확합니다. 지구단위계획은 도시 및 군 계획 중 특정 지역에 대해 합리적 토지 이용, 기능 증진, 미관 개선, 쾌적한 환경 확보 등을 목적으로 체계적으로 관리하기 위해 수립합니다.

3. 용도지역ㆍ지구의 목적  
정확한 설명입니다. 용도지역 및 용도지구는 토지이용에 수반되는 부정적(부의) 외부효과를 제거 또는 완화하려는 목적에서도 지정합니다.

4. 토지선매 및 시장ㆍ군수의 권한에 대한 설명  
틀린 설명입니다. 토지선매제도에서 시장, 군수, 구청장은 토지거래계약허가를 받은 토지가 계약 목적대로 이용되지 않을 경우 선매자에게 강제로 수용하게 할 수 없습니다. 강제수용은 관련 법률(예: 공익사업을 위한 토지 등의 취득 및 보상에 관한 법률)에 의해 엄격한 절차를 따라야 하며, 단순히 목적대로 이용하지 않았다는 이유로 임의로 강제수용할 수는 없습니다.

정답:

\boxed{4}"
"주택법령상 동별 대표자가 될 수 있는 자는?
1. 주택의 소유자가 서면으로 위임한 대리권이 없는 소유자의 배우자나 직계존비속
2. 해당 공동주택의 동별 대표자를 사퇴하거나 해임된 날로부터 5년이 지난 사람
3. 파산자로서 복권되지 아니한 사람
4. 관리비, 사용료 및 장기수선충당금 등을 3개월 이상 연속하여 체납한 사람

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Real Estate,"먼저 각 보기를 하나씩 살펴보겠습니다.

1. 주택의 소유자가 서면으로 위임한 대리권이 없는 소유자의 배우자나 직계존비속  
주택법령(공동주택관리법 시행령 등)에 따르면, 동별 대표자는 주택 소유자 본인이거나, 소유자로부터 서면으로 위임 받은 배우자 또는 직계존비속이어야 합니다. 그런데 ""서면으로 위임한 대리권이 없는"" 배우자나 직계존비속은 될 수 없습니다.

2. 해당 공동주택의 동별 대표자를 사퇴하거나 해임된 날로부터 5년이 지난 사람  
동별 대표자로서 해임 또는 사퇴된 경우, 5년이 지나면 다시 될 수 있다는 규정이 있습니다. 따라서 5년이 지나면 결격사유가 해소됩니다.

3. 파산자로서 복권되지 아니한 사람  
파산자로서 복권되지 아니한 경우, 동별 대표자가 될 수 없습니다. 이는 명백한 결격사유입니다.

4. 관리비, 사용료 및 장기수선충당금 등을 3개월 이상 연속하여 체납한 사람  
3개월 이상 연속해서 체납한 경우도 결격사유입니다.

따라서 조건을 충족하여 동별 대표자가 될 수 있는 사람은

\boxed{2}"
"부동산정책에 관한 설명으로 틀린 것은?
1. 정부의 시장개입은 사회적 후생손실을 낳을 수 있다.
2. 토지은행제도는 정부 등이 사전에 토지를 비축하여 토지시장의 안정과 공공사업 등을 원활하게 추진하기 위한 공적개입수단이다.
3. 주택에 대한 금융지원정책은 정부의 직접적 시장개입수단이다.
4. 부동산정보의 비대칭성, 외부효과 등의 존재는 정부의 시장개입 근거가 된다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Real Estate,"필요 정보 및 적용 설명:  
부동산 정책은 시장 실패(정보의 비대칭성, 외부효과, 독점 등)나 사회적 필요(안정적 주거, 공공사업 등)로 인해 정부가 개입하는 경우가 많습니다. 개입 방식은 직접적(가격 통제, 공공주택 공급 등)과 간접적(세제 정책, 정보 제공 등)으로 나뉩니다.  
각 지문을 검토합니다.

1. 정부의 시장개입은 사회적 후생손실을 낳을 수 있다.  
→ 정부 개입이 잘못 설계되면 비효율 및 후생손실이 발생할 수 있으므로 맞는 설명입니다.

2. 토지은행제도는 정부 등이 사전에 토지를 비축하여 토지시장의 안정과 공공사업 등을 원활하게 추진하기 위한 공적개입수단이다.  
→ 토지은행제도의 정의에 부합하므로 맞는 설명입니다.

3. 주택에 대한 금융지원정책은 정부의 직접적 시장개입수단이다.  
→ 직접적 시장개입이란 정부가 공공주택 건설·공급, 가격 통제 등 시장 거래에 직접 관여하는 것입니다.  
금융지원은 융자, 저리 대출 등 간접적(보조적) 개입에 해당하므로, 이 설명은 틀립니다.

4. 부동산정보의 비대칭성, 외부효과 등의 존재는 정부의 시장개입 근거가 된다.  
→ 시장실패의 대표적 예(정보문제, 외부효과)로 정부 개입 사유가 됩니다. 맞는 설명입니다.

정답:  
\boxed{3}"
"주택법령상 관리사무소장의 손해배상책임 등에 관한 설명으로 옳지 않은 것은?
1. 주택관리사등은 관리사무소장의 업무를 집행하면서 고의 또는 과실로 입주자에게 재산상의 손해를 입힌 경우에는 그 손해를 배상할 책임이 있다.
2. 500세대 이상의 공동주택에 관리사무소장으로 배치된 주택관리사는 관리사무소장의 손해배상책임을 보장하기 위하여 5천만원을 보장하는 보증보험 또는 공제에 가입하거나 공탁을 하여야 한다.
3. 주택관리사등은 관리사무소장의 손해배상책임을 보장하기 위하여 가입한 보증보험을 공탁으로 변경하려는 경우에는 보증설정의 효력이 소멸한 후에 할 수 있다.
4. 손해배상책임을 보장하기 위하여 공탁한 공탁금은 주택관리사등이 해당 공동주택의 관리사무소장의 직책을 사임하거나 그 직에서 해임된 날 또는 사망한 날부터 3년 이내에는 회수할 수 없다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Real Estate,"각 보기별로 설명을 살펴보면:

1. 주택관리사등은 관리사무소장의 업무를 집행하면서 고의 또는 과실로 입주자에게 재산상의 손해를 입힌 경우에는 그 손해를 배상할 책임이 있다.
- 관련 법령(주택법 제65조 등)에 따라, 주택관리사 등 관리사무소장 업무를 집행함에 있어 고의 또는 과실로 입주자 등에게 재산상의 손해를 입힌 경우 손해배상책임이 존재합니다.
- 옳은 설명입니다.

2. 500세대 이상의 공동주택에 관리사무소장으로 배치된 주택관리사는 관리사무소장의 손해배상책임을 보장하기 위하여 5천만원을 보장하는 보증보험 또는 공제에 가입하거나 공탁을 하여야 한다.
- 주택법 시행령에서 500세대 이상의 공동주택에서 관리사무소장의 손해배상책임을 담보하기 위해 5천만원 이상의 보증보험, 공제 또는 공탁 의무를 규정하고 있습니다.
- 옳은 설명입니다.

3. 주택관리사등은 관리사무소장의 손해배상책임을 보장하기 위하여 가입한 보증보험을 공탁으로 변경하려는 경우에는 보증설정의 효력이 소멸한 후에 할 수 있다.
- 관련 법령에 따르면 보증보험에서 공탁으로 변경하려는 경우 기존 보증의 효력이 소멸하기 전에 공탁을 하여야 하며, 효력이 소멸한 후에 변경하는 것은 허용되지 않습니다.
- 즉, 중복되지 않게 보증이 이어져야 하므로, 이 설명은 옳지 않습니다.

4. 손해배상책임을 보장하기 위하여 공탁한 공탁금은 주택관리사등이 해당 공동주택의 관리사무소장의 직책을 사임하거나 그 직에서 해임된 날 또는 사망한 날부터 3년 이내에는 회수할 수 없다.
- 주택법령상 3년 이내 회수불가 규정이 맞습니다. (퇴직 등 이후 3년 이내에는 공탁금 회수 불가)
- 옳은 설명입니다.

따라서, 옳지 않은 것은 3번입니다.

정답: \boxed{3}"
"지적법상 하나의 지번을 가진 토지의 등록단위를 의미하는 용어는?
1. 맹지(盲地)
2. 필지(筆地)
3. 획지(劃地)
4. 대지(垈地)

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Real Estate,"주어진 문제:  
지적법상 하나의 지번을 가진 토지의 등록단위를 의미하는 용어는?

각 선택지를 분석해보면 다음과 같습니다.

1. 맹지(盲地)  
   - 의미: '맹지'는 도로와 직접 연결되어 있지 않아 출입이 곤란한 토지를 말하는 용어입니다.  
   - 검토: 맹지는 등록단위와는 관련이 없습니다.  
   - 결론: 오답

2. 필지(筆地)  
   - 의미: '필지'는 지적공부에 하나의 지번으로 등록된 토지의 단위입니다.  
   - 검토: 필지야말로 하나의 지번을 가진 토지의 등록단위를 뜻합니다.  
   - 결론: 정답

3. 획지(劃地)  
   - 의미: '획지'는 도시계획에서 일정한 목적을 위해 계획적으로 구획한 토지를 의미합니다(예: 도시계획 구역의 토지 분할 및 배치 단위).  
   - 검토: 획지는 지번과 직접적인 관계는 없습니다.  
   - 결론: 오답

4. 대지(垈地)  
   - 의미: '대지'는 흔히 건축물을 건설할 수 있는 토지의 성격을 강조한 단어로 쓰입니다.  
   - 검토: 대지는 토지용도와 관련된 용어이지 지번의 등록단위와는 다릅니다.  
   - 결론: 오답

따라서, ""지적법상 하나의 지번을 가진 토지의 등록단위를 의미하는 용어""는 ""필지(筆地)""입니다.

정답: \boxed{2}"
"부동산 활동에 따른 토지의 분류 중 지적공부에 등록된 토지가 물에 침식되어 수면 밑으로 잠긴 토지는?
1. 포락지(浦落地)
2. 법지(法地)
3. 빈지(濱地)
4. 맹지(盲地)

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Real Estate,"주어진 문제:  
""부동산 활동에 따른 토지의 분류 중 지적공부에 등록된 토지가 물에 침식되어 수면 밑으로 잠긴 토지는?""

각 선택지의 의미와 적합 여부를 검토해 보겠습니다.

1. 포락지(浦落地)  
- 의미: ‘포락지’란 하천, 호수, 바다 등 물에 자연적 또는 인위적으로 침식되어 원래의 토지 일부 또는 전부가 수면 밑에 잠긴 토지입니다.  
- 관련성: 지적공부(토지대장 등)에 등록된 토지가 수면 밑으로 잠기는 경우 바로 포락지로 분류함이 맞습니다.
- 적합 여부: 정답에 가장 부합합니다.

2. 법지(法地)  
- 의미: 법지란 제방, 둑 등의 구조물 안에 있는 토지 또는 법률상 특정 용도의 토지를 지칭합니다.  
- 관련성: 침식이나 침수와는 직접적인 관련이 없습니다.
- 적합 여부: 답이 아닙니다.

3. 빈지(濱地)  
- 의미: 빈지는 강가나 호숫가에 접해 있는 토지를 말합니다.  
- 관련성: 물에 잠긴 토지가 아닌 물가와 맞닿아 있는 토지일 뿐입니다.
- 적합 여부: 답이 아닙니다.

4. 맹지(盲地)  
- 의미: 맹지는 도로에 접하지 않아 출입이 불가능한 토지로, 일명 ‘길 없는 땅’입니다.  
- 관련성: 물에 잠긴다는 상황과 무관합니다.
- 적합 여부: 답이 아닙니다.

종합:  
정답은 1번 포락지(浦落地)입니다.

정답:  
\boxed{1}"
"승강기시설 안전관리법령상 승강기의 검사에 관한 설명으로 옳지 않은 것은?
1. 승강기 관리주체는 해당 승강기에 대하여 지식경제부장관이 실시하는 검사를 받아야 한다.
2. 최초의 정기검사는 원칙적으로 완성검사를 받은 날부터 1년 이내에 받아야 한다.
3. 전기용품안전관리법에 따라 안전인증을 받은 승강기의 경우 최초의 정기검사는 완성검사를 받은 날부터 2년 이내에 받아야 한다.
4. 시기를 연기하여 정기검사를 받은 경우 그 유효기간은 해당 정기검사를 받은 날부터 1년으로 한다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Real Estate,"필요한 정보  
승강기시설 안전관리법령(승강기 안전관리법)에서 규정하는 승강기 검사에는 사용전검사(완성검사), 정기검사, 수시검사, 특별검사가 있습니다.  
정기검사는 사용 중인 승강기의 안전성을 정기적으로 확인하기 위해 일정 주기로 실시합니다.  

정기검사의 주기  
- 일반적인 경우: 완성검사(사용전검사)를 받은 날부터 1년 이내에 최초의 정기검사를 받아야 하고, 이후 매년 1회 검사해야 합니다.
- 다만, 「전기용품 안전관리법」에 따라 안전인증을 받은 승강기는 완성검사 받은 날부터 2년 이내에 최초의 정기검사를 받을 수 있습니다.

검사 주체  
- 승강기 관리주체는 승강기 검사기관(승강기안전공단 등)에서 실시하는 검사를 받아야 합니다. 과거에는 지식경제부장관이 직접 실시하였으나, 현행법령에서는 해당되지 않습니다.

검사 유효기간의 특례  
- 특별한 사유(예: 개·보수로 인한 불가피한 사정)이 있어 시기를 연기하여 정기검사를 받은 경우, 그 유효기간은 연기된 정기검사를 받은 날부터 1년입니다.

선지별 검토  
1. 승강기 관리주체는 해당 승강기에 대하여 지식경제부장관이 실시하는 검사를 받아야 한다.  
- 현행은 산업통상자원부장관(구 지식경제부장관)이 승강기 검사기관을 지정하고, 검사기관에서 실시합니다. 직접 실시하지 않습니다. → 옳지 않은 지문

2. 최초의 정기검사는 원칙적으로 완성검사를 받은 날부터 1년 이내에 받아야 한다.  
- 맞는 설명입니다.

3. 전기용품안전관리법에 따라 안전인증을 받은 승강기의 경우 최초의 정기검사는 완성검사를 받은 날부터 2년 이내에 받아야 한다.  
- 맞는 설명입니다.

4. 시기를 연기하여 정기검사를 받은 경우 그 유효기간은 해당 정기검사를 받은 날부터 1년으로 한다.  
- 맞는 설명입니다.

정답  
옳지 않은 것은 1번입니다.  

\boxed{1}"
"주택법령상 주택의 관리에 관한 설명으로 옳지 않은 것은?
1. 입주자대표회의는 사용검사일부터 10년이 경과하면 하자보수보증금을 일시에 반환하여야 한다.
2. 입주자등은 공동주택에 광고물ㆍ표지물 또는 표지를 부착하는 행위를 하려는 경우에는 관리주체의 동의를 받아야 한다.
3. 관리주체는 장기수선충당금을 해당 주택의 소유자로부터 징수하여 적립하여야 한다.
4. 승강기가 설치된 공동주택을 건설ㆍ공급하는 사업주체는 그 공동주택의 공용부분에 대한 장기수선계획을 수립하여야 한다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Real Estate,"각 선택지를 하나씩 살펴보겠습니다.

1. 입주자대표회의는 사용검사일부터 10년이 경과하면 하자보수보증금을 일시에 반환하여야 한다.  
설명: 「주택법」에 따르면, 하자보수보증금은 사용검사일로부터 10년이 경과하면 반환이 원칙입니다. 따라서 이 설명은 맞는 내용입니다.

2. 입주자등은 공동주택에 광고물ㆍ표지물 또는 표지를 부착하는 행위를 하려는 경우에는 관리주체의 동의를 받아야 한다.  
설명: 「주택법 시행령」에 따라, 입주자 등이 공동주택에 광고물, 표지물, 표지 등을 부착하려면 관리주체의 동의를 받아야 합니다. 이 설명도 옳습니다.

3. 관리주체는 장기수선충당금을 해당 주택의 소유자로부터 징수하여 적립하여야 한다.  
설명: 「주택법」에 따라 장기수선충당금은 소유자로부터 징수하는 것이 맞으므로, 이 내용도 옳은 설명입니다.

4. 승강기가 설치된 공동주택을 건설ㆍ공급하는 사업주체는 그 공동주택의 공용부분에 대한 장기수선계획을 수립하여야 한다.
설명: 장기수선계획은 관리주체(즉, 입주자대표회의 등)가 수립하는 것이지, 사업주체(건설·공급 주체)가 수립하는 것이 아닙니다. 따라서 이 설명은 옳지 않습니다.

정답:
\boxed{4}"
"공인중개사법령상 휴업 등의 신고에 관한 내용 중 틀린 것은?
1. 중개업자 A는 2월을 휴업하면서 등록관청에 이 사실을 신고하지 않아 과태료 처분을 받았다.
2. 중개업자 B는 징집에 의한 입영으로 7월의 휴업을 등록관청에 신고하고, 그 후 6월의 휴업기간 변경신고를 하였다.
3. 중개업자 C는 질병에 의한 요양으로 10월의 휴업을 등록관청에 신고하였다.
4. 중개업자 D는 폐업신고를 하지 않아 20만원의 과태료에 처해졌다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Real Estate,"문제: 공인중개사법령상 휴업 등의 신고에 관한 내용 중 틀린 것은?  
각 보기별로 타당성 및 법령에 근거한 검토를 해보겠습니다.

---

1. 중개업자 A는 2월을 휴업하면서 등록관청에 이 사실을 신고하지 않아 과태료 처분을 받았다.

- 공인중개사법 제30조에 따라 중개업자가 휴업, 폐업 또는 휴업기간을 변경하려면 등록관청에 반드시 신고해야 하며, 신고하지 않은 경우 과태료의 대상이 됩니다. 따라서, 신고하지 않고 과태료 처분을 받은 내용은 맞는 설명입니다.

2. 중개업자 B는 징집에 의한 입영으로 7월의 휴업을 등록관청에 신고하고, 그 후 6월의 휴업기간 변경신고를 하였다.

- 휴업기간 변경신고는 최초 신고한 휴업기간 내에서만 할 수 있습니다. 즉, 최초 7월 휴업을 신고했으면 그 ‘휴업기간’의 변경(예: 연장 또는 단축, 휴업기간의 날짜 변경)은 가능하지만, 휴업 시작 전(여기서는 6월)에 변경신고를 한다는 것은 논리적으로 맞지 않습니다. 휴업기간을 앞으로 당겨서 '6월'로 변경했다는 것은 최초 신고 절차상 어긋나고, 올바른 절차가 아닙니다. 즉, 순서상이나 행정 처리상 틀린 내용입니다.

3. 중개업자 C는 질병에 의한 요양으로 10월의 휴업을 등록관청에 신고하였다.

- 질병에 의한 요양 등 사유로 휴업을 할 경우, 등록관청에 신고해야 하며, 절차상 문제 없는 설명입니다.

4. 중개업자 D는 폐업신고를 하지 않아 20만원의 과태료에 처해졌다.

- 공인중개사법상 폐업신고를 하지 않으면 과태료 부과 대상이 맞습니다. 과태료액은 20만원 이하(최대 100만원 이하 범위)로 행정관청의 재량에 따르나, 실제 20만원은 금액의 예시이므로 틀린 내용으로 볼 수 없습니다. 충분히 가능한 수준입니다.

---

정답 판단:  
보기 2는 변경신고의 시기 및 절차에서 문제(휴업기간 시작 전인 6월로 소급 수정)가 있기 때문에 올바르지 않습니다.

따라서, 정답은  
\boxed{2}"
"부동산시장에서 주택의 공급곡선을 우측으로 이동시키는 요인이 아닌 것은?(단, 다른 조건은 동일함)
1. 주택건설업체 수의 증가
2. 주택건설용 원자재 가격의 하락
3. 주택담보대출 이자율의 상승
4. 새로운 건설기술의 개발에 따른 원가절감

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Real Estate,"문제 분석:  
주택의 공급곡선은 주어진 가격에서 공급자들이 공급하고자 하는 주택의 수를 나타냅니다. 공급곡선이 우측으로 이동한다는 것은 어떤 가격수준에서든 공급량이 증가한다는 의미입니다.  
문제에서는 주택의 공급곡선을 우측으로 이동시키는(즉, 공급을 증가시키는) 요인이 아닌 것을 묻고 있습니다.

선지별 검토:

1. 주택건설업체 수의 증가  
→ 공급자 수가 늘어나면 전체 시장에서 공급할 수 있는 주택의 양이 증가하므로 공급곡선이 우측으로 이동합니다. (우측 이동하는 요인)

2. 주택건설용 원자재 가격의 하락  
→ 원자재 가격이 하락하면 건설원가가 줄어 공급자들이 공급을 늘리게 되고, 공급곡선이 우측으로 이동합니다. (우측 이동하는 요인)

3. 주택담보대출 이자율의 상승  
→ 이자율이 상승하면 주택을 구매하려는 수요가 줄어들 수도 있지만, 질문은 공급측면에 초점을 둡니다. 높은 이자율은 건설자본 조달비용(=금융비용)도 늘어나 공급업체의 건설비용이 증가합니다. 이는 공급량을 줄이는 효과가 있으므로 공급곡선이 좌측으로 이동합니다. (우측 이동하는 요인이 아님)

4. 새로운 건설기술의 개발에 따른 원가절감  
→ 건설기술 발전으로 원가가 절감되면 공급자들이 더 많은 주택을 공급할 수 있게 되어 공급곡선이 우측으로 이동합니다. (우측 이동하는 요인)

정답:  
공급곡선을 우측으로 이동시키는 요인이 아닌 것은 \boxed{3} 입니다."
"공인중개사법령상 등록관청 관할지역 외의 지역으로 중개사무소를 이전한 경우에 관한 설명으로 틀린 것은?
1. 개업공인중개사는 이전 후의 중개사무소를 관할하는 등록관청에 이전사실을 신고해야 한다.
2. 법인인 개업공인중개사가 분사무소를 이전한 경우 이전후의 분사무소를 관할하는 등록관청에 이전사실을 신고해야 한다.
3. 등록관청은 중개사무소의 이전신고를 받은 때에는 그 사실을 공인중개사협회에 통보해야 한다.
4. 이전신고 전에 발생한 사유로 인한 개업공인중개사에 대한 행정처분은 이전후 등록관청이 이를 행한다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Real Estate,"[문제분석]
공인중개사법령상 중개사무소를 등록관청 관할지역 외의 지역으로 이전하는 경우의 규정에 관한 문제입니다. 각 선지별로 법령의 규정과 비교하여 옳고 그름을 판단합니다.

[선지별 검토]

1. 개업공인중개사는 이전 후의 중개사무소를 관할하는 등록관청에 이전사실을 신고해야 한다.
- 법령에 따라 중개사무소를 관할지역 외로 이전한 경우 이전 후의 관할 등록관청에 이전 신고를 하여야 함 → 맞는 내용.

2. 법인인 개업공인중개사가 분사무소를 이전한 경우 이전후의 분사무소를 관할하는 등록관청에 이전사실을 신고해야 한다.
- 법인 중개업자가 분사무소를 이전할 경우도 이전 후의 분사무소 관할 등록관청에 신고하여야 하므로 → 맞는 내용.

3. 등록관청은 중개사무소의 이전신고를 받은 때에는 그 사실을 공인중개사협회에 통보해야 한다.
- 공인중개사법 시행규칙에 따르면, 등록관청은 중개사무소의 이전 신고를 받으면 공인중개사협회에 그 사실을 ""통보하여야 한다."" → 맞는 내용.

4. 이전신고 전에 발생한 사유로 인한 개업공인중개사에 대한 행정처분은 이전후 등록관청이 이를 행한다.
- 법령에 따르면, ""이전 전"" 관할 등록관청이 행정처분을 해야 하는 것이 원칙임. 이전신고 전에 발생한 행정처분 사유에 대해서는 ""이전 전 등록관청""이 행정처분을 하는 것이 맞습니다.
- 선지에서는 ""이전후 등록관청""이 행정처분을 한다고 하였으므로 잘못된 설명.

[최종정리]
가장 틀린 설명은 4번입니다.

\boxed{4}"
